event_id,project_id,name,event_date,location,description
207,62,Youth Leadership Summit,2020-05-19,"NGO Office, Pavlodar","A mobilization activity aimed at generating support, raising funds, and increasing public awareness of critical issues."
208,286,Career Fair,2020-04-03,"Public Park, Taraz","An outreach activity focused on service delivery, information dissemination, and building relationships with target populations."
209,19,Food Distribution,2020-09-28,"Cultural Center, Shymkent","An interactive session designed to educate participants, build capacity, and foster collaboration among community members."
210,69,Tree Planting Campaign,2020-09-14,"Town Square, Taraz","An outreach activity focused on service delivery, information dissemination, and building relationships with target populations."
211,187,Entrepreneurship Workshop,2024-02-17,"Community Center, Semey","A mobilization activity aimed at generating support, raising funds, and increasing public awareness of critical issues."
212,27,Medical Screening Camp,2022-09-01,"University Auditorium, Shymkent","A mobilization activity aimed at generating support, raising funds, and increasing public awareness of critical issues."
213,223,Mental Health Workshop,2024-12-14,"Convention Center, Semey","An interactive session designed to educate participants, build capacity, and foster collaboration among community members."
214,178,Tree Planting Campaign,2020-05-06,"City Hall, Pavlodar","A collaborative event fostering innovation, sharing best practices, and strengthening the social impact ecosystem."
215,273,Sports Tournament,2021-05-24,"NGO Office, Taraz","A public event bringing together beneficiaries, volunteers, and supporters to celebrate achievements and mobilize resources."
216,161,First Aid Training,2020-04-14,"Town Square, Oral","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
217,81,Anti-Trafficking Campaign,2023-02-23,"Public Park, Oral","An educational forum providing information, facilitating discussion, and promoting evidence-based practices."
218,17,Art Exhibition,2024-04-11,"NGO Office, Shymkent","A collaborative event fostering innovation, sharing best practices, and strengthening the social impact ecosystem."
219,59,Environmental Film Screening,2023-11-15,"Cultural Center, Pavlodar","An interactive session designed to educate participants, build capacity, and foster collaboration among community members."
220,112,Tree Planting Campaign,2023-11-26,"Sports Complex, Karaganda","A celebratory gathering recognizing contributions, honoring achievements, and reinforcing organizational values."
221,4,Fundraising Gala,2021-04-25,"Convention Center, Almaty","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
222,284,Cooking Class,2020-08-17,"Sports Complex, Almaty","An outreach activity focused on service delivery, information dissemination, and building relationships with target populations."
223,125,Legal Aid Clinic,2020-05-25,"Sports Complex, Astana","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
224,56,Disaster Preparedness Drill,2022-02-14,"Conference Hall, Kostanay","A celebratory gathering recognizing contributions, honoring achievements, and reinforcing organizational values."
225,12,Town Hall Meeting,2023-07-25,"Sports Complex, Kyzylorda","A public event bringing together beneficiaries, volunteers, and supporters to celebrate achievements and mobilize resources."
226,160,School Supply Distribution,2020-09-23,"Cultural Center, Kostanay","A collaborative event fostering innovation, sharing best practices, and strengthening the social impact ecosystem."
227,207,Educational Seminar,2020-05-26,"Community Center, Pavlodar","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
228,143,Sports Tournament,2022-11-22,"University Auditorium, Semey","A strategic engagement opportunity to connect with stakeholders, showcase program results, and strengthen partnerships."
229,41,Mental Health Workshop,2022-10-06,"Conference Hall, Semey","A community gathering to raise awareness, provide services, and engage stakeholders in meaningful dialogue about project goals."
230,137,Financial Literacy Seminar,2022-11-18,"Convention Center, Petropavl","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
231,223,School Supply Distribution,2020-03-22,"Public Park, Karaganda","An outreach activity focused on service delivery, information dissemination, and building relationships with target populations."
232,77,Emergency Response Training,2024-03-16,"NGO Office, Oral","A mobilization activity aimed at generating support, raising funds, and increasing public awareness of critical issues."
233,194,Career Fair,2020-04-19,"Community Center, Semey","An interactive session designed to educate participants, build capacity, and foster collaboration among community members."
234,150,Skills Training Session,2020-09-01,"NGO Office, Oral","An outreach activity focused on service delivery, information dissemination, and building relationships with target populations."
235,127,Cooking Class,2023-02-10,"Cultural Center, Oskemen","A community gathering to raise awareness, provide services, and engage stakeholders in meaningful dialogue about project goals."
236,73,Fundraising Gala,2020-07-10,"NGO Office, Aktau","An educational forum providing information, facilitating discussion, and promoting evidence-based practices."
237,296,Vaccination Campaign,2020-07-22,"Convention Center, Oskemen","A mobilization activity aimed at generating support, raising funds, and increasing public awareness of critical issues."
238,37,Senior Citizens Social,2020-08-27,"NGO Office, Atyrau","A collaborative event fostering innovation, sharing best practices, and strengthening the social impact ecosystem."
239,56,Educational Seminar,2023-08-04,"University Auditorium, Petropavl","A mobilization activity aimed at generating support, raising funds, and increasing public awareness of critical issues."
